Aqsid Poc,Chart Name,DV Valid,DV Year,Latitude1,Longitude1,Pollutant and Averaging Time,Standards Unit,Validity Notes,Primary Standard,Secondary Standard,Max. DV
27-037-0442,Rosemount (0442),Yes,2014,44.73857,-93.00496,Sulfur dioxide: 3-hour,PPB,,,500,2.3
27-037-0443,FHR- Rosemount (0443),Yes,2017,44.745662,-93.05541,Sulfur dioxide: 3-hour,PPB,,,500,2.3
27-037-0443,FHR- Rosemount (0443),Yes,2018,44.745662,-93.05541,Sulfur dioxide: 3-hour,PPB,,,500,2.3
27-053-0954,Minneapolis (0954),Yes,2012,44.980995,-93.273719,Carbon monoxide: 1-hour,PPM,,35,,2.3
27-053-0954,Minneapolis (0954),Yes,2003,44.980995,-93.273719,Carbon monoxide: 8-hour,PPM,,9,,2.3
27-109-5008,Rochester (5008),Yes,2015,43.996908,-92.450366,Sulfur dioxide: 3-hour,PPB,,,500,2.3
27-123-0050,St. Paul (0050),Yes,2007,44.9558,-93.14585,Carbon monoxide: 1-hour,PPM,,35,,2.3
27-123-0050,St. Paul (0050),Yes,2015,44.9558,-93.14585,Carbon monoxide: 1-hour,PPM,,35,,2.3
27-123-0050,St. Paul (0050),Yes,2016,44.9558,-93.14585,Carbon monoxide: 1-hour,PPM,,35,,2.3
27-123-0050,St. Paul (0050),Yes,2018,44.9558,-93.14585,Carbon monoxide: 1-hour,PPM,,35,,2.3
27-123-0865,St. Paul (0865),Yes,2002,44.95024368,-93.09855191,Carbon monoxide: 8-hour,PPM,,9,,2.3
27-145-3048,St. Cloud (3048),Yes,2003,45.561234,-94.155267,Carbon monoxide: 8-hour,PPM,,9,,2.3
27-017-7417,Cloquet (7417),Yes,2021,46.713694,-92.511722,PM2.5: annual background for modeling-  smoke/dust removed,ug/m3,,12,15,2.4
27-053-0954,Minneapolis (0954),Yes,2009,44.980995,-93.273719,Carbon monoxide: 1-hour,PPM,,35,,2.4
27-053-0954,Minneapolis (0954),Yes,2006,44.980995,-93.273719,Carbon monoxide: 8-hour,PPM,,9,,2.4
27-123-0050,St. Paul (0050),Yes,2013,44.9558,-93.14585,Carbon monoxide: 1-hour,PPM,,35,,2.4
27-123-0050,St. Paul (0050),Yes,2008,44.9558,-93.14585,Carbon monoxide: 8-hour,PPM,,9,,2.4
27-123-0865,St. Paul (0865),Yes,2000,44.95024368,-93.09855191,Carbon monoxide: 8-hour,PPM,,9,,2.4
27-137-0018,Duluth (0018),Yes,2009,46.78362,-92.10251,Carbon monoxide: 1-hour,PPM,,35,,2.4
27-145-3048,St. Cloud (3048),Yes,2004,45.561234,-94.155267,Carbon monoxide: 1-hour,PPM,,35,,2.4
27-145-3048,St. Cloud (3048),Yes,2005,45.561234,-94.155267,Carbon monoxide: 8-hour,PPM,,9,,2.4
27-003-0600,Fridley (0600),Yes,2006,45.07694,-93.2541,Carbon monoxide: 1-hour,PPM,,35,,2.5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2013,44.77553,-93.06299,Carbon monoxide: 8-hour,PPM,,9,,2.5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2014,44.77553,-93.06299,Carbon monoxide: 8-hour,PPM,,9,,2.5
27-053-0954,Minneapolis (0954),Yes,2007,44.980995,-93.273719,Carbon monoxide: 1-hour,PPM,,35,,2.5
27-053-0954,Minneapolis (0954),Yes,2010,44.980995,-93.273719,Carbon monoxide: 1-hour,PPM,,35,,2.5
27-123-0050,St. Paul (0050),Yes,2009,44.9558,-93.14585,Carbon monoxide: 1-hour,PPM,,35,,2.5
27-123-0050,St. Paul (0050),Yes,2006,44.9558,-93.14585,Carbon monoxide: 8-hour,PPM,,9,,2.5
27-137-0018,Duluth (0018),Yes,2001,46.78362,-92.10251,Carbon monoxide: 8-hour,PPM,,9,,2.5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2022,44.773,-93.0627,Sulfur dioxide: 3-hour,PPB,,,500,2.6
27-037-0443,FHR- Rosemount (0443),Yes,2016,44.745662,-93.05541,Sulfur dioxide: 3-hour,PPB,,,500,2.6
27-037-0443,FHR- Rosemount (0443),Yes,2020,44.745662,-93.05541,Sulfur dioxide: 3-hour,PPB,,,500,2.6
27-137-0018,Duluth (0018),Yes,2010,46.78362,-92.10251,Carbon monoxide: 1-hour,PPM,,35,,2.6
27-145-3048,St. Cloud (3048),Yes,2001,45.561234,-94.155267,Carbon monoxide: 8-hour,PPM,,9,,2.6
27-003-0600,Fridley (0600),Yes,2005,45.07694,-93.2541,Carbon monoxide: 8-hour,PPM,,9,,2.7
27-031-7810,Grand Portage Band (7810),Yes,2023,47.972085,-89.69098,Fine particles: annual,ug/m3,,12,15,2.7
27-037-0442,Rosemount (0442),Yes,2010,44.73857,-93.00496,Sulfur dioxide: 3-hour,PPB,,,500,2.7
27-053-0954,Minneapolis (0954),Yes,2000,44.980995,-93.273719,Carbon monoxide: 8-hour,PPM,,9,,2.7
27-123-0044,St. Paul (0044),Yes,2000,44.955799,-93.16661,Carbon monoxide: 8-hour,PPM,,9,,2.7
27-123-0050,St. Paul (0050),Yes,2014,44.9558,-93.14585,Carbon monoxide: 1-hour,PPM,,35,,2.7
27-145-3048,St. Cloud (3048),Yes,2008,45.561234,-94.155267,Carbon monoxide: 1-hour,PPM,,35,,2.7
27-145-3048,St. Cloud (3048),Yes,2000,45.561234,-94.155267,Carbon monoxide: 8-hour,PPM,,9,,2.7
27-003-0600,Fridley (0600),Yes,2000,45.07694,-93.2541,Carbon monoxide: 1-hour,PPM,,35,,2.8
27-003-0600,Fridley (0600),Yes,2001,45.07694,-93.2541,Carbon monoxide: 1-hour,PPM,,35,,2.8
27-017-7417,Cloquet (7417),Yes,2021,46.713694,-92.511722,Fine particles: annual,ug/m3,,12,15,2.8
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2019,44.77553,-93.06299,Sulfur dioxide: 3-hour,PPB,,,500,2.8
27-123-0044,St. Paul (0044),Yes,2002,44.955799,-93.16661,Carbon monoxide: 8-hour,PPM,,9,,2.8
27-137-0018,Duluth (0018),Yes,2003,46.78362,-92.10251,Carbon monoxide: 1-hour,PPM,,35,,2.8
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2021,44.773,-93.0627,Sulfur dioxide: 3-hour,PPB,,,500,2.9
27-037-0443,FHR- Rosemount (0443),Yes,2022,44.7457,-93.0554,Sulfur dioxide: 3-hour,PPB,,,500,2.9
27-053-0954,Minneapolis (0954),Yes,2001,44.980995,-93.273719,Carbon monoxide: 8-hour,PPM,,9,,2.9
27-123-0865,St. Paul (0865),Yes,2001,44.95024368,-93.09855191,Carbon monoxide: 8-hour,PPM,,9,,2.9
27-137-0018,Duluth (0018),Yes,2004,46.78362,-92.10251,Carbon monoxide: 1-hour,PPM,,35,,2.9
27-145-3048,St. Cloud (3048),Yes,2002,45.561234,-94.155267,Carbon monoxide: 8-hour,PPM,,9,,2.9
27-003-1002,Blaine (1002),Yes,2019,45.13767954,-93.20761498,Sulfur dioxide: 1-hour,PPB,,75,,3
27-017-7416,Cloquet (7416),Yes,2004,46.70527,-92.52377,Nitrogen dioxide: annual,PPB,,53,53,3
27-017-7417,Cloquet (7417),Yes,2020,46.713694,-92.511722,Fine particles: annual,ug/m3,,12,15,3
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2017,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,3
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2023,44.77553,-93.06299,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0442,Rosemount (0442),Yes,2010,44.73857,-93.00496,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0442,Rosemount (0442),Yes,2012,44.73857,-93.00496,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0442,Rosemount (0442),Yes,2013,44.73857,-93.00496,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0442,Rosemount (0442),Yes,2014,44.73857,-93.00496,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0442,Rosemount (0442),Yes,2012,44.73857,-93.00496,Sulfur dioxide: 3-hour,PPB,,,500,3
27-037-0443,FHR- Rosemount (0443),Yes,2011,44.745662,-93.05541,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0443,FHR- Rosemount (0443),Yes,2012,44.745662,-93.05541,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0443,FHR- Rosemount (0443),Yes,2016,44.745662,-93.05541,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0443,FHR- Rosemount (0443),Yes,2017,44.745662,-93.05541,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0443,FHR- Rosemount (0443),Yes,2018,44.745662,-93.05541,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0443,FHR- Rosemount (0443),Yes,2019,44.745662,-93.05541,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0443,FHR- Rosemount (0443),Yes,2020,44.745662,-93.05541,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0443,FHR- Rosemount (0443),Yes,2021,44.745662,-93.05541,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0443,FHR- Rosemount (0443),Yes,2022,44.745662,-93.05541,Sulfur dioxide: 1-hour,PPB,,75,,3
27-037-0443,FHR- Rosemount (0443),Yes,2023,44.745662,-93.05541,Sulfur dioxide: 1-hour,PPB,,75,,3
27-123-0050,St. Paul (0050),Yes,2005,44.9558,-93.14585,Carbon monoxide: 8-hour,PPM,,9,,3
27-031-7810,Grand Portage Band (7810),Yes,2021,47.972085,-89.69098,PM2.5: annual background for modeling-  smoke/dust removed,ug/m3,,12,15,3.1
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2017,44.77553,-93.06299,Sulfur dioxide: 3-hour,PPB,,,500,3.1
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2020,44.77553,-93.06299,Sulfur dioxide: 3-hour,PPB,,,500,3.1
27-053-0954,Minneapolis (0954),Yes,2002,44.980995,-93.273719,Carbon monoxide: 8-hour,PPM,,9,,3.1
27-123-0050,St. Paul (0050),Yes,2008,44.9558,-93.14585,Carbon monoxide: 1-hour,PPM,,35,,3.1
27-145-3048,St. Cloud (3048),Yes,2007,45.561234,-94.155267,Carbon monoxide: 1-hour,PPM,,35,,3.1
27-145-3048,St. Cloud (3048),Yes,2009,45.561234,-94.155267,Carbon monoxide: 1-hour,PPM,,35,,3.1
27-163-0436,St. Paul Park (0436),Yes,2021,44.8473,-92.9956,Sulfur dioxide: 3-hour,PPB,,,500,3.1
27-053-0954,Minneapolis (0954),Yes,2004,44.980995,-93.273719,Carbon monoxide: 1-hour,PPM,,35,,3.2
27-123-0050,St. Paul (0050),Yes,2004,44.9558,-93.14585,Carbon monoxide: 8-hour,PPM,,9,,3.2
27-137-0018,Duluth (0018),Yes,2002,46.78362,-92.10251,Carbon monoxide: 1-hour,PPM,,35,,3.2
27-163-0436,St. Paul Park (0436),Yes,2017,44.84737,-92.9954,Sulfur dioxide: 3-hour,PPB,,,500,3.2
27-031-7810,Grand Portage Band (7810),Yes,2021,47.972085,-89.69098,Fine particles: annual,ug/m3,,12,15,3.3
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2013,44.77553,-93.06299,Carbon monoxide: 1-hour,PPM,,35,,3.3
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2014,44.77553,-93.06299,Carbon monoxide: 1-hour,PPM,,35,,3.3
27-053-0954,Minneapolis (0954),Yes,2005,44.980995,-93.273719,Carbon monoxide: 1-hour,PPM,,35,,3.3
27-053-0954,Minneapolis (0954),Yes,2011,44.980995,-93.273719,Sulfur dioxide: 3-hour,PPB,,,500,3.3
27-123-0044,St. Paul (0044),Yes,2001,44.955799,-93.16661,Carbon monoxide: 8-hour,PPM,,9,,3.3
27-123-0050,St. Paul (0050),Yes,2006,44.9558,-93.14585,Carbon monoxide: 1-hour,PPM,,35,,3.3
27-145-3048,St. Cloud (3048),Yes,2006,45.561234,-94.155267,Carbon monoxide: 1-hour,PPM,,35,,3.3
27-163-0436,St. Paul Park (0436),Yes,2018,44.84737,-92.9954,Sulfur dioxide: 3-hour,PPB,,,500,3.3
27-053-0954,Minneapolis (0954),Yes,2020,44.980995,-93.273719,Sulfur dioxide: 3-hour,PPB,,,500,3.4
27-075-0005,Boundary Waters (0005),Yes,2018,47.948622,-91.495574,Fine particles: annual,ug/m3,,12,15,3.4
27-123-0050,St. Paul (0050),Yes,2012,44.9558,-93.14585,Carbon monoxide: 1-hour,PPM,,35,,3.4
27-123-0865,St. Paul (0865),Yes,2000,44.95024368,-93.09855191,Carbon monoxide: 1-hour,PPM,,35,,3.5
27-145-3048,St. Cloud (3048),Yes,2003,45.561234,-94.155267,Carbon monoxide: 1-hour,PPM,,35,,3.5
27-123-0865,St. Paul (0865),Yes,2002,44.95024368,-93.09855191,Carbon monoxide: 1-hour,PPM,,35,,3.6
27-003-0600,Fridley (0600),Yes,2005,45.07694,-93.2541,Carbon monoxide: 1-hour,PPM,,35,,3.7
27-017-7417,Cloquet (7417),Yes,2023,46.713694,-92.511722,Fine particles: annual,ug/m3,,12,15,3.7
27-037-0442,Rosemount (0442),Yes,2007,44.73857,-93.00496,Sulfur dioxide: 3-hour,PPB,,,500,3.7
27-163-0436,St. Paul Park (0436),Yes,2020,44.84737,-92.9954,Sulfur dioxide: 3-hour,PPB,,,500,3.7
27-053-0954,Minneapolis (0954),Yes,2023,44.980995,-93.2737198,Carbon monoxide: 8-hour,PPM,,9,,3.8
27-053-0954,Minneapolis (0954),Yes,2021,44.979,-93.2737,Sulfur dioxide: 3-hour,PPB,,,500,3.8
27-075-0005,Boundary Waters (0005),Yes,2019,47.948622,-91.495574,Fine particles: annual,ug/m3,,12,15,3.8
27-137-0018,Duluth (0018),Yes,2000,46.78362,-92.10251,Carbon monoxide: 1-hour,PPM,,35,,3.8
27-031-7810,Grand Portage Band (7810),Yes,2020,47.972085,-89.69098,Fine particles: annual,ug/m3,,12,15,3.9
27-053-0954,Minneapolis (0954),Yes,2018,44.980995,-93.273719,Carbon monoxide: 8-hour,PPM,Note: There was construction at the Hennepin Center for the Arts building from September to December of 2018 which caused high CO concentrations at the monitoring site.,9,,3.9
27-123-0050,St. Paul (0050),Yes,2002,44.9558,-93.14585,Carbon monoxide: 8-hour,PPM,,9,,3.9
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2016,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2019,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2020,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2021,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2022,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2023,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2017,44.77553,-93.06299,Sulfur dioxide: 1-hour,PPB,,75,,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2018,44.77553,-93.06299,Sulfur dioxide: 1-hour,PPB,,75,,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2019,44.77553,-93.06299,Sulfur dioxide: 1-hour,PPB,,75,,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2020,44.77553,-93.06299,Sulfur dioxide: 1-hour,PPB,,75,,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2021,44.77553,-93.06299,Sulfur dioxide: 1-hour,PPB,,75,,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2022,44.77553,-93.06299,Sulfur dioxide: 1-hour,PPB,,75,,4
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2015,44.77553,-93.06299,Sulfur dioxide: 3-hour,PPB,,,500,4
27-037-0441,Rosemount (0441),Yes,2007,44.7468,-93.02611,Sulfur dioxide: 3-hour,PPB,,,500,4
27-037-0442,Rosemount (0442),Yes,2009,44.73857,-93.00496,Sulfur dioxide: 1-hour,PPB,,75,,4
27-075-0005,Boundary Waters (0005),Yes,2017,47.948622,-91.495574,Fine particles: annual,ug/m3,,12,15,4
27-115-3100,Hinckley Casino (3100),Yes,2000,46.00995173,-92.89909175,Carbon monoxide: 1-hour,PPM,,35,,4
27-137-0018,Duluth (0018),Yes,2007,46.78362,-92.10251,Carbon monoxide: 1-hour,PPM,,35,,4
27-137-7001,Virginia (7001),Yes,2023,47.523355,-92.536305,Nitrogen dioxide: annual,PPB,,53,53,4
27-145-3048,St. Cloud (3048),Yes,2005,45.561234,-94.155267,Carbon monoxide: 1-hour,PPM,,35,,4
27-163-0436,St. Paul Park (0436),Yes,2018,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,4
27-163-0436,St. Paul Park (0436),Yes,2023,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,4
27-017-7417,Cloquet (7417),Yes,2019,46.713694,-92.511722,Fine particles: annual,ug/m3,,12,15,4.1
27-123-0044,St. Paul (0044),Yes,2002,44.955799,-93.16661,Carbon monoxide: 1-hour,PPM,,35,,4.1
27-137-0018,Duluth (0018),Yes,2001,46.78362,-92.10251,Carbon monoxide: 1-hour,PPM,,35,,4.1
27-137-0018,Duluth (0018),Yes,2005,46.78362,-92.10251,Carbon monoxide: 1-hour,PPM,,35,,4.2
27-137-7001,Virginia (7001),Yes,2018,47.523355,-92.536305,Fine particles: annual,ug/m3,,12,15,4.2
27-053-0954,Minneapolis (0954),Yes,2019,44.980995,-93.273719,Sulfur dioxide: 3-hour,PPB,,,500,4.3
27-075-0005,Boundary Waters (0005),Yes,2016,47.948622,-91.495574,Fine particles: annual,ug/m3,,12,15,4.3
27-075-0005,Boundary Waters (0005),Yes,2020,47.948622,-91.495574,Fine particles: annual,ug/m3,,12,15,4.3
27-075-0005,Boundary Waters (0005),Yes,2021,47.948622,-91.495574,PM2.5: annual background for modeling-  smoke/dust removed,ug/m3,,12,15,4.3
27-123-0050,St. Paul (0050),Yes,2003,44.9558,-93.14585,Carbon monoxide: 8-hour,PPM,,9,,4.3
27-137-7550,Duluth (7550),Yes,2018,46.81826,-92.08936,Fine particles: annual,ug/m3,,12,15,4.3
27-145-3048,St. Cloud (3048),Yes,2000,45.561234,-94.155267,Carbon monoxide: 1-hour,PPM,,35,,4.3
27-031-7810,Grand Portage Band (7810),Yes,2018,47.972085,-89.69098,Fine particles: annual,ug/m3,,12,15,4.4
27-035-3204,Brainerd (3204),Yes,2021,46.39674,-94.1303,PM2.5: annual background for modeling-  smoke/dust removed,ug/m3,,12,15,4.4
27-053-0962,Minneapolis (0962),Yes,2017,44.965242,-93.254759,Carbon monoxide: 8-hour,PPM,,9,,4.4
27-053-0962,Minneapolis (0962),Yes,2018,44.965242,-93.254759,Carbon monoxide: 8-hour,PPM,,9,,4.4
27-075-0005,Boundary Waters (0005),Yes,2022,47.948622,-91.495574,PM2.5: annual background for modeling-  smoke/dust removed,ug/m3,,12,15,4.4
27-053-0962,Minneapolis (0962),Yes,2017,44.965242,-93.254759,Carbon monoxide: 1-hour,PPM,,35,,4.5
27-053-0962,Minneapolis (0962),Yes,2018,44.965242,-93.254759,Carbon monoxide: 1-hour,PPM,,35,,4.5
27-137-7001,Virginia (7001),Yes,2017,47.523355,-92.536305,Fine particles: annual,ug/m3,,12,15,4.5
27-137-7001,Virginia (7001),Yes,2019,47.523355,-92.536305,Fine particles: annual,ug/m3,,12,15,4.5
27-137-7001,Virginia (7001),Yes,2021,47.523355,-92.536305,PM2.5: annual background for modeling-  smoke/dust removed,ug/m3,,12,15,4.5
27-137-7001,Virginia (7001),Yes,2022,47.523355,-92.536305,PM2.5: annual background for modeling-  smoke/dust removed,ug/m3,,12,15,4.5
27-137-7550,Duluth (7550),Yes,2017,46.81826,-92.08936,Fine particles: annual,ug/m3,,12,15,4.5
27-137-7550,Duluth (7550),Yes,2022,46.81826,-92.08936,Fine particles: annual,ug/m3,,12,15,4.5
27-145-3048,St. Cloud (3048),Yes,2002,45.561234,-94.155267,Carbon monoxide: 1-hour,PPM,,35,,4.5
27-031-7810,Grand Portage Band (7810),Yes,2019,47.972085,-89.69098,Fine particles: annual,ug/m3,,12,15,4.6
27-053-0954,Minneapolis (0954),Yes,2016,44.980995,-93.273719,Sulfur dioxide: 3-hour,PPB,,,500,4.6
27-137-0018,Duluth (0018),Yes,2013,46.78362,-92.10251,Carbon monoxide: 1-hour,PPM,,35,,4.6
27-137-7550,Duluth (7550),Yes,2023,46.81826,-92.08936,Fine particles: annual,ug/m3,,12,15,4.6
27-035-3204,Brainerd (3204),Yes,2020,46.39674,-94.1303,Fine particles: annual,ug/m3,,12,15,4.7
27-037-0443,FHR- Rosemount (0443),Yes,2010,44.745662,-93.05541,Sulfur dioxide: 3-hour,PPB,,,500,4.7
27-053-0954,Minneapolis (0954),Yes,2003,44.980995,-93.273719,Carbon monoxide: 1-hour,PPM,,35,,4.7
27-053-0954,Minneapolis (0954),Yes,2015,44.980995,-93.273719,Sulfur dioxide: 3-hour,PPB,,,500,4.7
27-075-0005,Boundary Waters (0005),Yes,2022,47.948622,-91.495574,Fine particles: annual,ug/m3,,12,15,4.7
27-137-7550,Duluth (7550),Yes,2022,46.81826,-92.08936,PM2.5: annual background for modeling-  smoke/dust removed,ug/m3,,12,15,4.7
27-145-3048,St. Cloud (3048),Yes,2001,45.561234,-94.155267,Carbon monoxide: 1-hour,PPM,,35,,4.7
27-005-2013,Detroit Lakes (2013),Yes,2017,46.851811,-95.846272,Fine particles: annual,ug/m3,,12,15,4.8
27-005-2013,Detroit Lakes (2013),Yes,2018,46.851811,-95.846272,Fine particles: annual,ug/m3,,12,15,4.8
27-017-7417,Cloquet (7417),Yes,2018,46.713694,-92.511722,Fine particles: annual,ug/m3,,12,15,4.8
27-035-3204,Brainerd (3204),Yes,2022,46.39674,-94.1303,PM2.5: annual background for modeling-  smoke/dust removed,ug/m3,,12,15,4.8
27-053-0954,Minneapolis (0954),Yes,2006,44.980995,-93.273719,Carbon monoxide: 1-hour,PPM,,35,,4.8
27-053-0954,Minneapolis (0954),Yes,2022,44.979,-93.2737,Sulfur dioxide: 3-hour,PPB,,,500,4.8
27-075-0005,Boundary Waters (0005),Yes,2015,47.948622,-91.495574,Fine particles: annual,ug/m3,,12,15,4.8
27-075-0005,Boundary Waters (0005),Yes,2021,47.948622,-91.495574,Fine particles: annual,ug/m3,,12,15,4.8
27-123-0050,St. Paul (0050),Yes,2011,44.9558,-93.14585,Carbon monoxide: 1-hour,PPM,,35,,4.8
27-137-7550,Duluth (7550),Yes,2016,46.81826,-92.08936,Fine particles: annual,ug/m3,,12,15,4.8
27-137-7550,Duluth (7550),Yes,2019,46.81826,-92.08936,Fine particles: annual,ug/m3,,12,15,4.8
27-137-7554,Duluth (7554),Yes,2022,46.74365715,-92.16599754,PM2.5: annual background for modeling-  smoke/dust removed,ug/m3,,12,15,4.8
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2018,44.77553,-93.06299,Sulfur dioxide: 3-hour,PPB,,,500,4.9
27-053-0954,Minneapolis (0954),Yes,2021,44.980995,-93.2737198,Carbon monoxide: 1-hour,PPM,,35,,4.9
27-053-0954,Minneapolis (0954),Yes,2022,44.980995,-93.2737198,Carbon monoxide: 1-hour,PPM,,35,,4.9
27-075-0005,Boundary Waters (0005),Yes,2023,47.948622,-91.495574,Fine particles: annual,ug/m3,,12,15,4.9
27-123-0865,St. Paul (0865),Yes,2001,44.95024368,-93.09855191,Carbon monoxide: 1-hour,PPM,,35,,4.9
27-137-7001,Virginia (7001),Yes,2020,47.523355,-92.536305,Fine particles: annual,ug/m3,,12,15,4.9
27-137-7554,Duluth (7554),Yes,2022,46.74365715,-92.16599754,Fine particles: annual,ug/m3,,12,15,4.9
27-003-1002,Blaine (1002),Yes,2020,45.13767954,-93.20761498,Nitrogen dioxide: annual,PPB,,53,53,5
27-005-2013,Detroit Lakes (2013),Yes,2020,46.851811,-95.846272,Fine particles: annual,ug/m3,,12,15,5
27-017-7416,Cloquet (7416),Yes,2003,46.70527,-92.52377,Nitrogen dioxide: annual,PPB,,53,53,5
27-021-3410,Cass Lake (3410),Yes,2020,47.38443,-94.60166,Fine particles: annual,ug/m3,,12,15,5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2008,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2009,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2011,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2012,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2013,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2014,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2015,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2018,44.77553,-93.06299,Nitrogen dioxide: annual,PPB,,53,53,5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2015,44.77553,-93.06299,Sulfur dioxide: 1-hour,PPB,,75,,5
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2016,44.77553,-93.06299,Sulfur dioxide: 1-hour,PPB,,75,,5
27-053-0954,Minneapolis (0954),Yes,2000,44.980995,-93.273719,Carbon monoxide: 1-hour,PPM,,35,,5
27-053-0954,Minneapolis (0954),Yes,2016,44.980995,-93.273719,Sulfur dioxide: 1-hour,PPB,,75,,5
27-053-0954,Minneapolis (0954),Yes,2017,44.980995,-93.273719,Sulfur dioxide: 1-hour,PPB,,75,,5
27-053-0954,Minneapolis (0954),Yes,2021,44.980995,-93.273719,Sulfur dioxide: 1-hour,PPB,,75,,5
27-053-0954,Minneapolis (0954),Yes,2022,44.980995,-93.273719,Sulfur dioxide: 1-hour,PPB,,75,,5
27-083-4210,Marshall (4210),Yes,2017,44.4438,-95.81789,Fine particles: annual,ug/m3,,12,15,5
27-137-7001,Virginia (7001),Yes,2020,47.523355,-92.536305,Nitrogen dioxide: annual,PPB,,53,53,5
27-137-7001,Virginia (7001),Yes,2021,47.523355,-92.536305,Nitrogen dioxide: annual,PPB,,53,53,5
27-137-7001,Virginia (7001),Yes,2022,47.523355,-92.536305,Nitrogen dioxide: annual,PPB,,53,53,5
27-163-0436,St. Paul Park (0436),Yes,2017,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,5
27-163-0436,St. Paul Park (0436),Yes,2022,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,5
27-035-3204,Brainerd (3204),Yes,2015,46.39674,-94.1303,Fine particles: annual,ug/m3,,12,15,5.1
27-035-3204,Brainerd (3204),Yes,2019,46.39674,-94.1303,Fine particles: annual,ug/m3,,12,15,5.1
27-035-3204,Brainerd (3204),Yes,2021,46.39674,-94.1303,Fine particles: annual,ug/m3,,12,15,5.1
27-123-0050,St. Paul (0050),Yes,2000,44.9558,-93.14585,Carbon monoxide: 8-hour,PPM,,9,,5.1
27-123-0050,St. Paul (0050),Yes,2001,44.9558,-93.14585,Carbon monoxide: 8-hour,PPM,,9,,5.1
